RecipeIndex,ResultItemId,ResultItemName,ResultAmount,Ingredients,CraftingStations,Conditions
1376,5156,ItemName.CoralChest,1,5306:ItemName.ReefBlockx8;22:ItemName.IronBarx2,WorkBenches,AnyIronBar
1377,5157,ItemName.CoralClock,1,5306:ItemName.ReefBlockx10;22:ItemName.IronBarx3;170:ItemName.Glassx6,Sawmill,AnyIronBar
1378,5158,ItemName.CoralDoor,1,5306:ItemName.ReefBlockx6,WorkBenches,
1379,5159,ItemName.CoralLamp,1,8:ItemName.Torchx1;5306:ItemName.ReefBlockx3,WorkBenches,
1380,5160,ItemName.CoralLantern,1,5306:ItemName.ReefBlockx6;8:ItemName.Torchx1,WorkBenches,
1381,5161,ItemName.CoralPiano,1,5306:ItemName.ReefBlockx15;154:ItemName.Bonex4;149:ItemName.Bookx1,Sawmill,
1382,5163,ItemName.CoralSink,1,5306:ItemName.ReefBlockx6;206:ItemName.WaterBucketx1,WorkBenches,
1383,5164,ItemName.CoralSofa,1,5306:ItemName.ReefBlockx5;225:ItemName.Silkx2,Sawmill,
1384,5165,ItemName.CoralTable,1,5306:ItemName.ReefBlockx8,WorkBenches,
1385,5166,ItemName.CoralWorkbench,1,5306:ItemName.ReefBlockx10,,
1386,5168,ItemName.CoralToilet,1,5306:ItemName.ReefBlockx6,Sawmill,
1387,5169,ItemName.BalloonBathtub,1,3738:ItemName.SillyBalloonGreenx14,Sawmill,
1388,5170,ItemName.BalloonBed,1,3738:ItemName.SillyBalloonGreenx15;225:ItemName.Silkx5,Sawmill,
1389,5171,ItemName.BalloonBookcase,1,3738:ItemName.SillyBalloonGreenx20;149:ItemName.Bookx10,Sawmill,
1390,5172,ItemName.BalloonDresser,1,3738:ItemName.SillyBalloonGreenx16,Sawmill,
1391,5173,ItemName.BalloonCandelabra,1,3738:ItemName.SillyBalloonGreenx5;8:ItemName.Torchx3,WorkBenches,
1392,5174,ItemName.BalloonCandle,1,3738:ItemName.SillyBalloonGreenx4;8:ItemName.Torchx1,WorkBenches,
1393,5175,ItemName.BalloonChair,1,3738:ItemName.SillyBalloonGreenx4,WorkBenches,
1394,5176,ItemName.BalloonChandelier,1,3738:ItemName.SillyBalloonGreenx4;8:ItemName.Torchx4;85:ItemName.Chainx1,Anvils,
1395,5177,ItemName.BalloonChest,1,3738:ItemName.SillyBalloonGreenx8;22:ItemName.IronBarx2,WorkBenches,AnyIronBar
1396,5178,ItemName.BalloonClock,1,3738:ItemName.SillyBalloonGreenx10;22:ItemName.IronBarx3;170:ItemName.Glassx6,Sawmill,AnyIronBar
1397,5179,ItemName.BalloonDoor,1,3738:ItemName.SillyBalloonGreenx6,WorkBenches,
1398,5180,ItemName.BalloonLamp,1,8:ItemName.Torchx1;3738:ItemName.SillyBalloonGreenx3,WorkBenches,
1399,5181,ItemName.BalloonLantern,1,3738:ItemName.SillyBalloonGreenx6;8:ItemName.Torchx1,WorkBenches,
1400,5182,ItemName.BalloonPiano,1,3738:ItemName.SillyBalloonGreenx15;154:ItemName.Bonex4;149:ItemName.Bookx1,Sawmill,
1401,5184,ItemName.BalloonSink,1,3738:ItemName.SillyBalloonGreenx6;206:ItemName.WaterBucketx1,WorkBenches,
1402,5185,ItemName.BalloonSofa,1,3738:ItemName.SillyBalloonGreenx5;225:ItemName.Silkx2,Sawmill,
1403,5186,ItemName.BalloonTable,1,3738:ItemName.SillyBalloonGreenx8,WorkBenches,
1404,5187,ItemName.BalloonWorkbench,1,3738:ItemName.SillyBalloonGreenx10,,
1405,5189,ItemName.BalloonToilet,1,3738:ItemName.SillyBalloonGreenx6,Sawmill,
1406,171,ItemName.Sign,1,9:ItemName.Woodx6,WorkBenches,AnyWood
1407,4710,ItemName.TatteredWoodSign,1,9:ItemName.Woodx6,WorkBenches,GraveyardBiome;AnyWood
1408,1447,ItemName.WoodenFence,4,9:ItemName.Woodx1,WorkBenches,
1409,9,ItemName.Wood,1,1447:ItemName.WoodenFencex4,WorkBenches,NotDecraftable
1410,2210,ItemName.EbonwoodFence,4,619:ItemName.Ebonwoodx1,WorkBenches,
1411,619,ItemName.Ebonwood,1,2210:ItemName.EbonwoodFencex4,WorkBenches,NotDecraftable
1412,2211,ItemName.RichMahoganyFence,4,620:ItemName.RichMahoganyx1,WorkBenches,
1413,620,ItemName.RichMahogany,1,2211:ItemName.RichMahoganyFencex4,WorkBenches,NotDecraftable
1414,2212,ItemName.PearlwoodFence,4,621:ItemName.Pearlwoodx1,WorkBenches,
1415,621,ItemName.Pearlwood,1,2212:ItemName.PearlwoodFencex4,WorkBenches,NotDecraftable
1416,2213,ItemName.ShadewoodFence,4,911:ItemName.Shadewoodx1,WorkBenches,
1417,911,ItemName.Shadewood,1,2213:ItemName.ShadewoodFencex4,WorkBenches,NotDecraftable
1418,2507,ItemName.BorealWoodFence,4,2503:ItemName.BorealWoodx1,WorkBenches,
1419,2503,ItemName.BorealWood,1,2507:ItemName.BorealWoodFencex4,WorkBenches,NotDecraftable
1420,2508,ItemName.PalmWoodFence,4,2504:ItemName.PalmWoodx1,WorkBenches,
1421,2504,ItemName.PalmWood,1,2508:ItemName.PalmWoodFencex4,WorkBenches,NotDecraftable
1422,5217,ItemName.AshWoodFence,4,5215:ItemName.AshWoodx1,WorkBenches,
1423,5215,ItemName.AshWood,1,5217:ItemName.AshWoodFencex4,WorkBenches,NotDecraftable
1424,1448,ItemName.LeadFence,4,704:ItemName.LeadBarx1,Anvils,
1425,704,ItemName.LeadBar,1,1448:ItemName.LeadFencex4,Anvils,NotDecraftable
1426,2333,ItemName.IronFence,4,22:ItemName.IronBarx1,Anvils,
1427,22,ItemName.IronBar,1,2333:ItemName.IronFencex4,Anvils,NotDecraftable
1428,4424,ItemName.WroughtIronFence,4,22:ItemName.IronBarx1,HeavyWorkBench,GraveyardBiome
1429,22,ItemName.IronBar,1,4424:ItemName.WroughtIronFencex4,HeavyWorkBench,NotDecraftable
1430,4667,ItemName.BambooFence,4,4564:ItemName.BambooBlockx1,WorkBenches,
1431,4564,ItemName.BambooBlock,1,4667:ItemName.BambooFencex4,WorkBenches,NotDecraftable
1432,3665,ItemName.Fake_Chest,1,48:ItemName.Chestx1;530:ItemName.Wirex10,HeavyWorkBench,
1433,3666,ItemName.Fake_GoldChest,1,306:ItemName.GoldChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1434,3667,ItemName.Fake_ShadowChest,1,328:ItemName.ShadowChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1435,3668,ItemName.Fake_EbonwoodChest,1,625:ItemName.EbonwoodChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1436,3669,ItemName.Fake_RichMahoganyChest,1,626:ItemName.RichMahoganyChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1437,3670,ItemName.Fake_PearlwoodChest,1,627:ItemName.PearlwoodChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1438,3671,ItemName.Fake_IvyChest,1,680:ItemName.IvyChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1439,3672,ItemName.Fake_IceChest,1,681:ItemName.IceChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1440,3673,ItemName.Fake_LivingWoodChest,1,831:ItemName.LivingWoodChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1441,3674,ItemName.Fake_SkywareChest,1,838:ItemName.SkywareChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1442,3675,ItemName.Fake_ShadewoodChest,1,914:ItemName.ShadewoodChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1443,3676,ItemName.Fake_WebCoveredChest,1,952:ItemName.WebCoveredChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1444,3677,ItemName.Fake_LihzahrdChest,1,1142:ItemName.LihzahrdChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1445,3678,ItemName.Fake_WaterChest,1,1298:ItemName.WaterChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1446,3679,ItemName.Fake_JungleChest,1,1528:ItemName.JungleChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1447,3680,ItemName.Fake_CorruptionChest,1,1529:ItemName.CorruptionChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1448,3681,ItemName.Fake_CrimsonChest,1,1530:ItemName.CrimsonChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1449,3682,ItemName.Fake_HallowedChest,1,1531:ItemName.HallowedChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1450,3683,ItemName.Fake_FrozenChest,1,1532:ItemName.FrozenChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1451,3684,ItemName.Fake_DynastyChest,1,2230:ItemName.DynastyChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1452,3685,ItemName.Fake_HoneyChest,1,2249:ItemName.HoneyChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1453,3686,ItemName.Fake_SteampunkChest,1,2250:ItemName.SteampunkChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1454,3687,ItemName.Fake_PalmWoodChest,1,2526:ItemName.PalmWoodChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1455,3688,ItemName.Fake_MushroomChest,1,2544:ItemName.MushroomChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1456,3689,ItemName.Fake_BorealWoodChest,1,2559:ItemName.BorealWoodChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1457,3690,ItemName.Fake_SlimeChest,1,2574:ItemName.SlimeChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1458,3691,ItemName.Fake_GreenDungeonChest,1,2612:ItemName.GreenDungeonChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1459,3692,ItemName.Fake_PinkDungeonChest,1,2613:ItemName.PinkDungeonChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1460,3693,ItemName.Fake_BlueDungeonChest,1,2614:ItemName.BlueDungeonChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1461,3694,ItemName.Fake_BoneChest,1,2615:ItemName.BoneChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1462,3695,ItemName.Fake_CactusChest,1,2616:ItemName.CactusChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1463,3696,ItemName.Fake_FleshChest,1,2617:ItemName.FleshChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1464,3697,ItemName.Fake_ObsidianChest,1,2618:ItemName.ObsidianChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1465,3698,ItemName.Fake_PumpkinChest,1,2619:ItemName.PumpkinChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1466,3699,ItemName.Fake_SpookyChest,1,2620:ItemName.SpookyChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1467,3700,ItemName.Fake_GlassChest,1,2748:ItemName.GlassChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1468,3701,ItemName.Fake_MartianChest,1,2814:ItemName.MartianChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1469,3702,ItemName.Fake_MeteoriteChest,1,3180:ItemName.MeteoriteChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1470,3703,ItemName.Fake_GraniteChest,1,3125:ItemName.GraniteChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1471,3704,ItemName.Fake_MarbleChest,1,3181:ItemName.MarbleChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1472,3886,ItemName.Fake_CrystalChest,1,3884:ItemName.CrystalChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1473,3887,ItemName.Fake_GoldenChest,1,3885:ItemName.GoldenChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1474,3950,ItemName.Fake_SpiderChest,1,3939:ItemName.SpiderChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1475,3976,ItemName.Fake_LesionChest,1,3965:ItemName.LesionChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1476,4164,ItemName.Fake_SolarChest,1,4153:ItemName.SolarChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1477,4185,ItemName.Fake_VortexChest,1,4174:ItemName.VortexChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1478,4206,ItemName.Fake_NebulaChest,1,4195:ItemName.NebulaChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1479,4227,ItemName.Fake_StardustChest,1,4216:ItemName.StardustChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1480,4266,ItemName.Fake_GolfChest,1,4265:ItemName.GolfChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1481,4268,ItemName.Fake_DesertChest,1,4267:ItemName.DesertChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1482,4585,ItemName.Fake_BambooChest,1,4574:ItemName.BambooChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1483,4713,ItemName.Fake_DungeonDesertChest,1,4712:ItemName.DungeonDesertChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1484,5167,ItemName.Fake_CoralChest,1,5156:ItemName.CoralChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1485,5188,ItemName.Fake_BalloonChest,1,5177:ItemName.BalloonChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1486,5209,ItemName.Fake_AshWoodChest,1,5198:ItemName.AshWoodChestx1;530:ItemName.Wirex10,HeavyWorkBench,
1487,2340,ItemName.MinecartTrack,50,22:ItemName.IronBarx1;9:ItemName.Woodx1,Anvils,AnyWood;AnyIronBar
1488,2492,ItemName.PressureTrack,1,2340:ItemName.MinecartTrackx1;542:ItemName.GrayPressurePlatex1,Anvils,AnyPressurePlate
1489,479,ItemName.PlankedWall,4,3:ItemName.StoneBlockx1;9:ItemName.Woodx1,Sawmill,AnyWood
1490,480,ItemName.WoodenBeam,2,9:ItemName.Woodx1,Sawmill,AnyWood
1491,3202,ItemName.TargetDummy,1,9:ItemName.Woodx20;1727:ItemName.Hayx50,Sawmill,AnyWood
1492,498,ItemName.Mannequin,1,9:ItemName.Woodx20,Sawmill,AnyWood
1493,1989,ItemName.Womannquin,1,9:ItemName.Woodx20,Sawmill,AnyWood
1494,3977,ItemName.HatRack,1,9:ItemName.Woodx16,Sawmill,AnyWood
1495,2699,ItemName.WeaponRack,1,9:ItemName.Woodx10,Sawmill,AnyWood
1496,3270,ItemName.ItemFrame,1,9:ItemName.Woodx6,Sawmill,AnyWood
1497,5137,ItemName.StinkbugHousingBlocker,1,5132:ItemName.Stinkbugx1,WorkBenches,
1498,5138,ItemName.StinkbugHousingBlockerEcho,1,5132:ItemName.Stinkbugx1,WorkBenches,GraveyardBiome
1499,343,ItemName.Barrel,1,9:ItemName.Woodx9;22:ItemName.IronBarx1,Sawmill,AnyWood;AnyIronBar
1500,359,ItemName.GrandfatherClock,1,22:ItemName.IronBarx3;170:ItemName.Glassx6;9:ItemName.Woodx10,Sawmill,AnyIronBar
1501,352,ItemName.Keg,1,9:ItemName.Woodx14,Sawmill,AnyWood
1502,5008,ItemName.TeaKettle,1,133:ItemName.ClayBlockx12;154:ItemName.Bonex12,Furnaces,
1503,332,ItemName.Loom,1,9:ItemName.Woodx12,Sawmill,AnyWood
1504,2114,ItemName.BlacksmithRack,1,9:ItemName.Woodx12;22:ItemName.IronBarx3,Sawmill,AnyWood;AnyIronBar
1505,2115,ItemName.CarpentryRack,1,9:ItemName.Woodx12;22:ItemName.IronBarx3,Sawmill,AnyWood;AnyIronBar
1506,2116,ItemName.HelmetRack,1,9:ItemName.Woodx12;22:ItemName.IronBarx3,Sawmill,AnyWood;AnyIronBar
1507,2117,ItemName.SpearRack,1,9:ItemName.Woodx12;22:ItemName.IronBarx3,Sawmill,AnyWood;AnyIronBar
1508,2118,ItemName.SwordRack,1,9:ItemName.Woodx12;22:ItemName.IronBarx3,Sawmill,AnyWood;AnyIronBar
1509,1706,ItemName.BarStool,1,9:ItemName.Woodx4,Sawmill,AnyWood
1510,1714,ItemName.BanquetTable,1,9:ItemName.Woodx8,Sawmill,AnyWood
1511,1715,ItemName.Bar,1,9:ItemName.Woodx8,Sawmill,AnyWood
1512,335,ItemName.Bench,1,9:ItemName.Woodx8,Sawmill,AnyWood
1513,2397,ItemName.Sofa,1,9:ItemName.Woodx5;225:ItemName.Silkx2,Sawmill,
1514,363,ItemName.Sawmill,1,9:ItemName.Woodx10;22:ItemName.IronBarx2;85:ItemName.Chainx1,WorkBenches,AnyWood;AnyIronBar
1515,5012,ItemName.FlamingMace,1,5011:ItemName.Macex1;8:ItemName.Torchx99,,
1516,5147,ItemName.WandofFrosting,1,3069:ItemName.WandofSparkingx1;974:ItemName.IceTorchx99,,
1517,55,ItemName.EnchantedBoomerang,1,284:ItemName.WoodenBoomerangx1;75:ItemName.FallenStarx1,,
1518,5298,ItemName.Trimarang,1,55:ItemName.EnchantedBoomerangx1;4764:ItemName.Shroomerangx1;670:ItemName.IceBoomerangx1,WorkBenches,
1519,2289,ItemName.WoodFishingPole,1,9:ItemName.Woodx8,WorkBenches,
1520,727,ItemName.WoodHelmet,1,9:ItemName.Woodx20,WorkBenches,
1521,728,ItemName.WoodBreastplate,1,9:ItemName.Woodx30,WorkBenches,
1522,729,ItemName.WoodGreaves,1,9:ItemName.Woodx25,WorkBenches,
1523,24,ItemName.WoodenSword,1,9:ItemName.Woodx7,WorkBenches,
1524,196,ItemName.WoodenHammer,1,9:ItemName.Woodx8,WorkBenches,
1525,39,ItemName.WoodenBow,1,9:ItemName.Woodx10,WorkBenches,
1526,3278,ItemName.WoodYoyo,1,9:ItemName.Woodx10;150:ItemName.Cobwebx20,WorkBenches,AnyWood
1527,3283,ItemName.Chik,1,3278:ItemName.WoodYoyox1;502:ItemName.CrystalShardx15;520:ItemName.SoulofLightx10,MythrilAnvil,
1528,733,ItemName.RichMahoganyHelmet,1,620:ItemName.RichMahoganyx20,WorkBenches,
1529,734,ItemName.RichMahoganyBreastplate,1,620:ItemName.RichMahoganyx30,WorkBenches,
1530,735,ItemName.RichMahoganyGreaves,1,620:ItemName.RichMahoganyx25,WorkBenches,
1531,2509,ItemName.BorealWoodHelmet,1,2503:ItemName.BorealWoodx20,WorkBenches,
1532,2510,ItemName.BorealWoodBreastplate,1,2503:ItemName.BorealWoodx30,WorkBenches,
1533,2511,ItemName.BorealWoodGreaves,1,2503:ItemName.BorealWoodx25,WorkBenches,
1534,2745,ItemName.BorealWoodSword,1,2503:ItemName.BorealWoodx7,WorkBenches,
1535,2746,ItemName.BorealWoodHammer,1,2503:ItemName.BorealWoodx8,WorkBenches,
1536,2747,ItemName.BorealWoodBow,1,2503:ItemName.BorealWoodx10,WorkBenches,
1537,2512,ItemName.PalmWoodHelmet,1,2504:ItemName.PalmWoodx20,WorkBenches,
1538,2513,ItemName.PalmWoodBreastplate,1,2504:ItemName.PalmWoodx30,WorkBenches,
1539,2514,ItemName.PalmWoodGreaves,1,2504:ItemName.PalmWoodx25,WorkBenches,
1540,2517,ItemName.PalmWoodSword,1,2504:ItemName.PalmWoodx7,WorkBenches,
1541,2516,ItemName.PalmWoodHammer,1,2504:ItemName.PalmWoodx8,WorkBenches,
1542,2515,ItemName.PalmWoodBow,1,2504:ItemName.PalmWoodx10,WorkBenches,
1543,656,ItemName.RichMahoganySword,1,620:ItemName.RichMahoganyx7,WorkBenches,
1544,657,ItemName.RichMahoganyHammer,1,620:ItemName.RichMahoganyx8,WorkBenches,
1545,658,ItemName.RichMahoganyBow,1,620:ItemName.RichMahoganyx10,WorkBenches,
1546,730,ItemName.EbonwoodHelmet,1,619:ItemName.Ebonwoodx20,WorkBenches,
1547,731,ItemName.EbonwoodBreastplate,1,619:ItemName.Ebonwoodx30,WorkBenches,
1548,732,ItemName.EbonwoodGreaves,1,619:ItemName.Ebonwoodx25,WorkBenches,
1549,653,ItemName.EbonwoodSword,1,619:ItemName.Ebonwoodx7,WorkBenches,
1550,654,ItemName.EbonwoodHammer,1,619:ItemName.Ebonwoodx8,WorkBenches,
1551,655,ItemName.EbonwoodBow,1,619:ItemName.Ebonwoodx10,WorkBenches,
1552,924,ItemName.ShadewoodHelmet,1,911:ItemName.Shadewoodx20,WorkBenches,
1553,925,ItemName.ShadewoodBreastplate,1,911:ItemName.Shadewoodx30,WorkBenches,
1554,926,ItemName.ShadewoodGreaves,1,911:ItemName.Shadewoodx25,WorkBenches,
1555,921,ItemName.ShadewoodSword,1,911:ItemName.Shadewoodx7,WorkBenches,
1556,922,ItemName.ShadewoodHammer,1,911:ItemName.Shadewoodx8,WorkBenches,
1557,923,ItemName.ShadewoodBow,1,911:ItemName.Shadewoodx10,WorkBenches,
1558,736,ItemName.PearlwoodHelmet,1,621:ItemName.Pearlwoodx20,WorkBenches,
1559,737,ItemName.PearlwoodBreastplate,1,621:ItemName.Pearlwoodx30,WorkBenches,
1560,738,ItemName.PearlwoodGreaves,1,621:ItemName.Pearlwoodx25,WorkBenches,
1561,659,ItemName.PearlwoodSword,1,621:ItemName.Pearlwoodx7,WorkBenches,
1562,660,ItemName.PearlwoodHammer,1,621:ItemName.Pearlwoodx8,WorkBenches,
1563,661,ItemName.PearlwoodBow,1,621:ItemName.Pearlwoodx10,WorkBenches,
1564,1832,ItemName.SpookyHelmet,1,1729:ItemName.SpookyWoodx200,WorkBenches,
1565,1833,ItemName.SpookyBreastplate,1,1729:ItemName.SpookyWoodx300,WorkBenches,
1566,1834,ItemName.SpookyLeggings,1,1729:ItemName.SpookyWoodx250,WorkBenches,
1567,2263,ItemName.WhiteDynastyWall,4,2260:ItemName.DynastyWoodx1,WorkBenches,
1568,2260,ItemName.DynastyWood,1,2263:ItemName.WhiteDynastyWallx4,WorkBenches,NotDecraftable
1569,2264,ItemName.BlueDynastyWall,4,2260:ItemName.DynastyWoodx1,WorkBenches,
1570,2260,ItemName.DynastyWood,1,2264:ItemName.BlueDynastyWallx4,WorkBenches,NotDecraftable
1571,2265,ItemName.DynastyDoor,1,2260:ItemName.DynastyWoodx6,WorkBenches,
1572,2228,ItemName.DynastyChair,1,2260:ItemName.DynastyWoodx4,WorkBenches,
1573,2230,ItemName.DynastyChest,1,2260:ItemName.DynastyWoodx8;22:ItemName.IronBarx2,WorkBenches,AnyIronBar
1574,3916,ItemName.DynastyPiano,1,154:ItemName.Bonex4;2260:ItemName.DynastyWoodx15;149:ItemName.Bookx1,Sawmill,
1575,3912,ItemName.DynastyDresser,1,2260:ItemName.DynastyWoodx16,Sawmill,
1576,3919,ItemName.DynastySofa,1,2260:ItemName.DynastyWoodx5;225:ItemName.Silkx2,Sawmill,
1577,2849,ItemName.DynastySink,1,2260:ItemName.DynastyWoodx6;206:ItemName.WaterBucketx1,WorkBenches,
1578,4117,ItemName.ToiletDynasty,1,2260:ItemName.DynastyWoodx6,Sawmill,
1579,2259,ItemName.DynastyTable,1,2260:ItemName.DynastyWoodx8,WorkBenches,
1580,2229,ItemName.DynastyWorkBench,1,2260:ItemName.DynastyWoodx10,,
1581,2231,ItemName.DynastyBed,1,2260:ItemName.DynastyWoodx15;225:ItemName.Silkx5,Sawmill,
1582,2237,ItemName.DynastyClock,1,22:ItemName.IronBarx3;170:ItemName.Glassx6;2260:ItemName.DynastyWoodx10,Sawmill,AnyIronBar
1583,2233,ItemName.DynastyBookcase,1,2260:ItemName.DynastyWoodx20;149:ItemName.Bookx10,Sawmill,
1584,2232,ItemName.DynastyBathtub,1,2260:ItemName.DynastyWoodx14;22:ItemName.IronBarx2,Sawmill,AnyIronBar
1585,2226,ItemName.DynastyLantern,1,2260:ItemName.DynastyWoodx6;8:ItemName.Torchx1,WorkBenches,
1586,2236,ItemName.DynastyCandle,1,2260:ItemName.DynastyWoodx4;8:ItemName.Torchx1,WorkBenches,
1587,2224,ItemName.DynastyChandelier,1,2260:ItemName.DynastyWoodx4;8:ItemName.Torchx4,WorkBenches,
1588,2225,ItemName.DynastyLamp,1,8:ItemName.Torchx1;2260:ItemName.DynastyWoodx3,WorkBenches,
1589,2227,ItemName.DynastyCandelabra,1,2260:ItemName.DynastyWoodx5;8:ItemName.Torchx3,WorkBenches,
1590,2235,ItemName.DynastyBowl,1,2260:ItemName.DynastyWoodx2,WorkBenches,
1591,2234,ItemName.DynastyCup,1,2260:ItemName.DynastyWoodx2,WorkBenches,
1592,2596,ItemName.LivingWoodClock,1,22:ItemName.IronBarx3;170:ItemName.Glassx6;9:ItemName.Woodx10,LivingLoom,AnyIronBar
1593,806,ItemName.LivingWoodChair,1,9:ItemName.Woodx4,LivingLoom,
1594,831,ItemName.LivingWoodChest,1,9:ItemName.Woodx8;22:ItemName.IronBarx2,LivingLoom,AnyIronBar
1595,819,ItemName.LivingWoodDoor,1,9:ItemName.Woodx6,LivingLoom,
1596,3914,ItemName.LivingWoodDresser,1,9:ItemName.Woodx16,LivingLoom,
1597,2833,ItemName.LivingWoodSink,1,9:ItemName.Woodx6;206:ItemName.WaterBucketx1,LivingLoom,
1598,829,ItemName.LivingWoodTable,1,9:ItemName.Woodx8,LivingLoom,
1599,2139,ItemName.LivingWoodBed,1,9:ItemName.Woodx15;225:ItemName.Silkx5,LivingLoom,
1600,2245,ItemName.LivingWoodPiano,1,154:ItemName.Bonex4;9:ItemName.Woodx15;149:ItemName.Bookx1,LivingLoom,
1601,2135,ItemName.LivingWoodBookcase,1,9:ItemName.Woodx20;149:ItemName.Bookx10,LivingLoom,
1602,2126,ItemName.LivingWoodBathtub,1,9:ItemName.Woodx14,LivingLoom,
1603,2145,ItemName.LivingWoodLantern,1,9:ItemName.Woodx6;8:ItemName.Torchx1,LivingLoom,
1604,2153,ItemName.LivingWoodCandle,1,9:ItemName.Woodx4;8:ItemName.Torchx1,LivingLoom,
1605,2141,ItemName.LivingWoodChandelier,1,9:ItemName.Woodx4;8:ItemName.Torchx4;85:ItemName.Chainx1,LivingLoom,
1606,2131,ItemName.LivingWoodLamp,1,8:ItemName.Torchx1;9:ItemName.Woodx3,LivingLoom,
1607,2149,ItemName.LivingWoodCandelabra,1,9:ItemName.Woodx5;8:ItemName.Torchx3,LivingLoom,
1608,2636,ItemName.LivingWoodSofa,1,9:ItemName.Woodx5;225:ItemName.Silkx2,LivingLoom,
1609,2633,ItemName.LivingWoodWorkBench,1,9:ItemName.Woodx10,LivingLoom,
1610,4099,ItemName.ToiletLivingWood,1,9:ItemName.Woodx6,LivingLoom,
1611,2239,ItemName.GlassClock,1,22:ItemName.IronBarx3;170:ItemName.Glassx16,GlassKiln,AnyIronBar
1612,1703,ItemName.GlassChair,1,170:ItemName.Glassx4,GlassKiln,
1613,2748,ItemName.GlassChest,1,170:ItemName.Glassx8;22:ItemName.IronBarx2,GlassKiln,AnyIronBar
1614,1709,ItemName.GlassDoor,1,170:ItemName.Glassx6,GlassKiln,
1615,2639,ItemName.GlassDresser,1,170:ItemName.Glassx16,GlassKiln,
1616,2842,ItemName.GlassSink,1,170:ItemName.Glassx6;206:ItemName.WaterBucketx1,GlassKiln,
1617,1713,ItemName.GlassTable,1,170:ItemName.Glassx8,GlassKiln,
1618,1719,ItemName.GlassBed,1,170:ItemName.Glassx15;225:ItemName.Silkx5,GlassKiln,
1619,2254,ItemName.GlassPiano,1,154:ItemName.Bonex4;170:ItemName.Glassx15;149:ItemName.Bookx1,GlassKiln,
1620,2025,ItemName.GlassBookcase,1,170:ItemName.Glassx20;149:ItemName.Bookx10,GlassKiln,
1621,2075,ItemName.GlassBathtub,1,170:ItemName.Glassx14,GlassKiln,
1622,2037,ItemName.GlassLantern,1,170:ItemName.Glassx6;8:ItemName.Torchx1,GlassKiln,
1623,2048,ItemName.GlassCandle,1,170:ItemName.Glassx4;8:ItemName.Torchx1,GlassKiln,
1624,2065,ItemName.GlassChandelier,1,170:ItemName.Glassx4;8:ItemName.Torchx4;85:ItemName.Chainx1,GlassKiln,
1625,2085,ItemName.GlassLamp,1,8:ItemName.Torchx1;170:ItemName.Glassx3,GlassKiln,
