Id,Name,InternalName,Value,SellPrice
2696,ConfettiWall,ConfettiWall,0,0
2697,ConfettiBlockBlack,ConfettiBlockBlack,0,0
2698,ConfettiWallBlack,ConfettiWallBlack,0,0
2699,WeaponRack,WeaponRack,250,50
2700,FireworksBox,FireworksBox,50000,10000
2701,LivingFireBlock,LivingFireBlock,0,0
2702,AlphabetStatue0,AlphabetStatue0,300,60
2703,AlphabetStatue1,AlphabetStatue1,300,60
2704,AlphabetStatue2,AlphabetStatue2,300,60
2705,AlphabetStatue3,AlphabetStatue3,300,60
2706,AlphabetStatue4,AlphabetStatue4,300,60
2707,AlphabetStatue5,AlphabetStatue5,300,60
2708,AlphabetStatue6,AlphabetStatue6,300,60
2709,AlphabetStatue7,AlphabetStatue7,300,60
2710,AlphabetStatue8,AlphabetStatue8,300,60
2711,AlphabetStatue9,AlphabetStatue9,300,60
2712,AlphabetStatueA,AlphabetStatueA,300,60
2713,AlphabetStatueB,AlphabetStatueB,300,60
2714,AlphabetStatueC,AlphabetStatueC,300,60
2715,AlphabetStatueD,AlphabetStatueD,300,60
2716,AlphabetStatueE,AlphabetStatueE,300,60
2717,AlphabetStatueF,AlphabetStatueF,300,60
2718,AlphabetStatueG,AlphabetStatueG,300,60
2719,AlphabetStatueH,AlphabetStatueH,300,60
2720,AlphabetStatueI,AlphabetStatueI,300,60
2721,AlphabetStatueJ,AlphabetStatueJ,300,60
2722,AlphabetStatueK,AlphabetStatueK,300,60
2723,AlphabetStatueL,AlphabetStatueL,300,60
2724,AlphabetStatueM,AlphabetStatueM,300,60
2725,AlphabetStatueN,AlphabetStatueN,300,60
2726,AlphabetStatueO,AlphabetStatueO,300,60
2727,AlphabetStatueP,AlphabetStatueP,300,60
2728,AlphabetStatueQ,AlphabetStatueQ,300,60
2729,AlphabetStatueR,AlphabetStatueR,300,60
2730,AlphabetStatueS,AlphabetStatueS,300,60
2731,AlphabetStatueT,AlphabetStatueT,300,60
2732,AlphabetStatueU,AlphabetStatueU,300,60
2733,AlphabetStatueV,AlphabetStatueV,300,60
2734,AlphabetStatueW,AlphabetStatueW,300,60
2735,AlphabetStatueX,AlphabetStatueX,300,60
2736,AlphabetStatueY,AlphabetStatueY,300,60
2737,AlphabetStatueZ,AlphabetStatueZ,300,60
2738,FireworkFountain,FireworkFountain,30000,6000
2739,BoosterTrack,BoosterTrack,5000,1000
2740,Grasshopper,Grasshopper,1250,250
2741,GrasshopperCage,GrasshopperCage,0,0
2742,MusicBoxUndergroundCrimson,MusicBoxUndergroundCrimson,100000,20000
2743,CactusTable,CactusTable,300,60
2744,CactusPlatform,CactusPlatform,0,0
2745,BorealWoodSword,BorealWoodSword,100,20
2746,BorealWoodHammer,BorealWoodHammer,50,10
2747,BorealWoodBow,BorealWoodBow,100,20
2748,GlassChest,GlassChest,500,100
2749,XenoStaff,XenoStaff,500000,100000
2750,MeteorStaff,MeteorStaff,100000,20000
2751,LivingCursedFireBlock,LivingCursedFireBlock,0,0
2752,LivingDemonFireBlock,LivingDemonFireBlock,0,0
2753,LivingFrostFireBlock,LivingFrostFireBlock,0,0
2754,LivingIchorBlock,LivingIchorBlock,0,0
2755,LivingUltrabrightFireBlock,LivingUltrabrightFireBlock,0,0
2756,GenderChangePotion,GenderChangePotion,1000,200
2757,VortexHelmet,VortexHelmet,350000,70000
2758,VortexBreastplate,VortexBreastplate,700000,140000
2759,VortexLeggings,VortexLeggings,525000,105000
2760,NebulaHelmet,NebulaHelmet,350000,70000
2761,NebulaBreastplate,NebulaBreastplate,700000,140000
2762,NebulaLeggings,NebulaLeggings,525000,105000
2763,SolarFlareHelmet,SolarFlareHelmet,350000,70000
2764,SolarFlareBreastplate,SolarFlareBreastplate,700000,140000
2765,SolarFlareLeggings,SolarFlareLeggings,525000,105000
2766,LunarTabletFragment,LunarTabletFragment,0,0
2767,SolarTablet,SolarTablet,0,0
2768,DrillContainmentUnit,DrillContainmentUnit,250000,50000
2769,CosmicCarKey,CosmicCarKey,250000,50000
2770,MothronWings,MothronWings,625000,125000
2771,BrainScrambler,BrainScrambler,250000,50000
2772,VortexAxe,VortexAxe,300000,60000
2773,VortexChainsaw,VortexChainsaw,300000,60000
2774,VortexDrill,VortexDrill,350000,70000
2775,VortexHammer,VortexHammer,400000,80000
2776,VortexPickaxe,VortexPickaxe,350000,70000
2777,NebulaAxe,NebulaAxe,300000,60000
2778,NebulaChainsaw,NebulaChainsaw,300000,60000
2779,NebulaDrill,NebulaDrill,350000,70000
2780,NebulaHammer,NebulaHammer,400000,80000
2781,NebulaPickaxe,NebulaPickaxe,350000,70000
2782,SolarFlareAxe,SolarFlareAxe,300000,60000
2783,SolarFlareChainsaw,SolarFlareChainsaw,300000,60000
2784,SolarFlareDrill,SolarFlareDrill,350000,70000
2785,SolarFlareHammer,SolarFlareHammer,400000,80000
2786,SolarFlarePickaxe,SolarFlarePickaxe,350000,70000
2787,HoneyfallBlock,HoneyfallBlock,0,0
2788,HoneyfallWall,HoneyfallWall,0,0
2789,ChlorophyteBrickWall,ChlorophyteBrickWall,0,0
2790,CrimtaneBrickWall,CrimtaneBrickWall,0,0
2791,ShroomitePlatingWall,ShroomitePlatingWall,0,0
2792,ChlorophyteBrick,ChlorophyteBrick,0,0
2793,CrimtaneBrick,CrimtaneBrick,0,0
2794,ShroomitePlating,ShroomitePlating,0,0
2795,LaserMachinegun,LaserMachinegun,500000,100000
2796,ElectrosphereLauncher,ElectrosphereLauncher,500000,100000
2797,Xenopopper,Xenopopper,500000,100000
2798,LaserDrill,LaserDrill,500000,100000
2799,LaserRuler,LaserRuler,10000,2000
2800,AntiGravityHook,AntiGravityHook,125000,25000
2801,MoonMask,MoonMask,0,0
2802,SunMask,SunMask,0,0
2803,MartianCostumeMask,MartianCostumeMask,50000,10000
2804,MartianCostumeShirt,MartianCostumeShirt,50000,10000
2805,MartianCostumePants,MartianCostumePants,50000,10000
2806,MartianUniformHelmet,MartianUniformHelmet,50000,10000
2807,MartianUniformTorso,MartianUniformTorso,50000,10000
2808,MartianUniformPants,MartianUniformPants,50000,10000
2809,MartianAstroClock,MartianAstroClock,300,60
2810,MartianBathtub,MartianBathtub,300,60
2811,MartianBed,MartianBed,2000,400
2812,MartianHoverChair,MartianHoverChair,150,30
2813,MartianChandelier,MartianChandelier,3000,600
2814,MartianChest,MartianChest,500,100
2815,MartianDoor,MartianDoor,200,40
2816,MartianDresser,MartianDresser,300,60
2817,MartianHolobookcase,MartianHolobookcase,300,60
2818,MartianHoverCandle,MartianHoverCandle,300,60
2819,MartianLamppost,MartianLamppost,500,100
2820,MartianLantern,MartianLantern,150,30
2821,MartianPiano,MartianPiano,300,60
2822,MartianPlatform,MartianPlatform,0,0
2823,MartianSofa,MartianSofa,300,60
2824,MartianTable,MartianTable,300,60
2825,MartianTableLamp,MartianTableLamp,1500,300
2826,MartianWorkBench,MartianWorkBench,150,30
2827,WoodenSink,WoodenSink,300,60
2828,EbonwoodSink,EbonwoodSink,300,60
2829,RichMahoganySink,RichMahoganySink,300,60
2830,PearlwoodSink,PearlwoodSink,300,60
2831,BoneSink,BoneSink,300,60
2832,FleshSink,FleshSink,300,60
2833,LivingWoodSink,LivingWoodSink,300,60
2834,SkywareSink,SkywareSink,300,60
2835,ShadewoodSink,ShadewoodSink,300,60
2836,LihzahrdSink,LihzahrdSink,300,60
2837,BlueDungeonSink,BlueDungeonSink,300,60
2838,GreenDungeonSink,GreenDungeonSink,300,60
2839,PinkDungeonSink,PinkDungeonSink,300,60
2840,ObsidianSink,ObsidianSink,300,60
2841,MetalSink,MetalSink,300,60
2842,GlassSink,GlassSink,300,60
2843,GoldenSink,GoldenSink,100000,20000
2844,HoneySink,HoneySink,300,60
2845,SteampunkSink,SteampunkSink,300,60
2846,PumpkinSink,PumpkinSink,300,60
2847,SpookySink,SpookySink,300,60
2848,FrozenSink,FrozenSink,300,60
2849,DynastySink,DynastySink,300,60
2850,PalmWoodSink,PalmWoodSink,300,60
2851,MushroomSink,MushroomSink,300,60
2852,BorealWoodSink,BorealWoodSink,300,60
2853,SlimeSink,SlimeSink,300,60
2854,CactusSink,CactusSink,300,60
2855,MartianSink,MartianSink,300,60
2856,WhiteLunaticHood,WhiteLunaticHood,100000,20000
2857,BlueLunaticHood,BlueLunaticHood,100000,20000
2858,WhiteLunaticRobe,WhiteLunaticRobe,100000,20000
2859,BlueLunaticRobe,BlueLunaticRobe,100000,20000
2860,MartianConduitPlating,MartianConduitPlating,0,0
2861,MartianConduitWall,MartianConduitWall,0,0
2862,HiTekSunglasses,HiTekSunglasses,50000,10000
2863,MartianHairDye,MartianHairDye,300000,60000
2864,MartianArmorDye,MartianArmorDye,75000,15000
2865,PaintingCastleMarsberg,PaintingCastleMarsberg,20000,4000
2866,PaintingMartiaLisa,PaintingMartiaLisa,20000,4000
2867,PaintingTheTruthIsUpThere,PaintingTheTruthIsUpThere,20000,4000
2868,SmokeBlock,SmokeBlock,100,20
2869,LivingFlameDye,LivingFlameDye,75000,15000
2870,LivingRainbowDye,LivingRainbowDye,75000,15000
2871,ShadowDye,ShadowDye,37500,7500
2872,NegativeDye,NegativeDye,37500,7500
2873,LivingOceanDye,LivingOceanDye,75000,15000
2874,BrownDye,BrownDye,10000,2000
2875,BrownAndBlackDye,BrownAndBlackDye,10000,2000
2876,BrightBrownDye,BrightBrownDye,10000,2000
2877,BrownAndSilverDye,BrownAndSilverDye,10000,2000
2878,WispDye,WispDye,75000,15000
2879,PixieDye,PixieDye,75000,15000
2880,InfluxWaver,InfluxWaver,500000,100000
2881,PhasicWarpEjector,PhasicWarpEjector,0,0
2882,ChargedBlasterCannon,ChargedBlasterCannon,500000,100000
2883,ChlorophyteDye,ChlorophyteDye,75000,15000
2884,UnicornWispDye,UnicornWispDye,75000,15000
2885,InfernalWispDye,InfernalWispDye,75000,15000
2886,ViciousPowder,ViciousPowder,100,20
2887,ViciousMushroom,ViciousMushroom,50,10
2888,BeesKnees,BeesKnees,100000,20000
2889,GoldBird,GoldBird,500000,100000
2890,GoldBunny,GoldBunny,500000,100000
2891,GoldButterfly,GoldButterfly,500000,100000
2892,GoldFrog,GoldFrog,500000,100000
2893,GoldGrasshopper,GoldGrasshopper,500000,100000
2894,GoldMouse,GoldMouse,500000,100000
2895,GoldWorm,GoldWorm,500000,100000
2896,StickyDynamite,StickyDynamite,2000,400
2897,AngryTrapperBanner,AngryTrapperBanner,1000,200
2898,ArmoredVikingBanner,ArmoredVikingBanner,1000,200
2899,BlackSlimeBanner,BlackSlimeBanner,1000,200
2900,BlueArmoredBonesBanner,BlueArmoredBonesBanner,1000,200
2901,BlueCultistArcherBanner,BlueCultistArcherBanner,1000,200
2902,BlueCultistCasterBanner,BlueCultistCasterBanner,1000,200
2903,BlueCultistFighterBanner,BlueCultistFighterBanner,1000,200
2904,BoneLeeBanner,BoneLeeBanner,1000,200
2905,ClingerBanner,ClingerBanner,1000,200
2906,CochinealBeetleBanner,CochinealBeetleBanner,1000,200
2907,CorruptPenguinBanner,CorruptPenguinBanner,1000,200
2908,CorruptSlimeBanner,CorruptSlimeBanner,1000,200
2909,CorruptorBanner,CorruptorBanner,1000,200
2910,CrimslimeBanner,CrimslimeBanner,1000,200
2911,CursedSkullBanner,CursedSkullBanner,1000,200
2912,CyanBeetleBanner,CyanBeetleBanner,1000,200
2913,DevourerBanner,DevourerBanner,1000,200
2914,DiablolistBanner,DiablolistBanner,1000,200
2915,DoctorBonesBanner,DoctorBonesBanner,1000,200
2916,DungeonSlimeBanner,DungeonSlimeBanner,1000,200
2917,DungeonSpiritBanner,DungeonSpiritBanner,1000,200
2918,ElfArcherBanner,ElfArcherBanner,1000,200
2919,ElfCopterBanner,ElfCopterBanner,1000,200
2920,EyezorBanner,EyezorBanner,1000,200
2921,FlockoBanner,FlockoBanner,1000,200
2922,GhostBanner,GhostBanner,1000,200
2923,GiantBatBanner,GiantBatBanner,1000,200
2924,GiantCursedSkullBanner,GiantCursedSkullBanner,1000,200
2925,GiantFlyingFoxBanner,GiantFlyingFoxBanner,1000,200
2926,GingerbreadManBanner,GingerbreadManBanner,1000,200
2927,GoblinArcherBanner,GoblinArcherBanner,1000,200
2928,GreenSlimeBanner,GreenSlimeBanner,1000,200
2929,HeadlessHorsemanBanner,HeadlessHorsemanBanner,1000,200
2930,HellArmoredBonesBanner,HellArmoredBonesBanner,1000,200
2931,HellhoundBanner,HellhoundBanner,1000,200
2932,HoppinJackBanner,HoppinJackBanner,1000,200
2933,IceBatBanner,IceBatBanner,1000,200
2934,IceGolemBanner,IceGolemBanner,1000,200
2935,IceSlimeBanner,IceSlimeBanner,1000,200
2936,IchorStickerBanner,IchorStickerBanner,1000,200
2937,IlluminantBatBanner,IlluminantBatBanner,1000,200
2938,IlluminantSlimeBanner,IlluminantSlimeBanner,1000,200
2939,JungleBatBanner,JungleBatBanner,1000,200
2940,JungleSlimeBanner,JungleSlimeBanner,1000,200
2941,KrampusBanner,KrampusBanner,1000,200
2942,LacBeetleBanner,LacBeetleBanner,1000,200
2943,LavaBatBanner,LavaBatBanner,1000,200
2944,LavaSlimeBanner,LavaSlimeBanner,1000,200
2945,MartianBrainscramblerBanner,MartianBrainscramblerBanner,1000,200
2946,MartianDroneBanner,MartianDroneBanner,1000,200
2947,MartianEngineerBanner,MartianEngineerBanner,1000,200
2948,MartianGigazapperBanner,MartianGigazapperBanner,1000,200
2949,MartianGreyGruntBanner,MartianGreyGruntBanner,1000,200
2950,MartianOfficerBanner,MartianOfficerBanner,1000,200
2951,MartianRaygunnerBanner,MartianRaygunnerBanner,1000,200
2952,MartianScutlixGunnerBanner,MartianScutlixGunnerBanner,1000,200
2953,MartianTeslaTurretBanner,MartianTeslaTurretBanner,1000,200
2954,MisterStabbyBanner,MisterStabbyBanner,1000,200
2955,MotherSlimeBanner,MotherSlimeBanner,1000,200
2956,NecromancerBanner,NecromancerBanner,1000,200
2957,NutcrackerBanner,NutcrackerBanner,1000,200
2958,PaladinBanner,PaladinBanner,1000,200
2959,PenguinBanner,PenguinBanner,1000,200
2960,PinkyBanner,PinkyBanner,1000,200
2961,PoltergeistBanner,PoltergeistBanner,1000,200
2962,PossessedArmorBanner,PossessedArmorBanner,1000,200
2963,PresentMimicBanner,PresentMimicBanner,1000,200
2964,PurpleSlimeBanner,PurpleSlimeBanner,1000,200
2965,RaggedCasterBanner,RaggedCasterBanner,1000,200
2966,RainbowSlimeBanner,RainbowSlimeBanner,1000,200
2967,RavenBanner,RavenBanner,1000,200
2968,RedSlimeBanner,RedSlimeBanner,1000,200
2969,RuneWizardBanner,RuneWizardBanner,1000,200
2970,RustyArmoredBonesBanner,RustyArmoredBonesBanner,1000,200
2971,ScarecrowBanner,ScarecrowBanner,1000,200
2972,ScutlixBanner,ScutlixBanner,1000,200
2973,SkeletonArcherBanner,SkeletonArcherBanner,1000,200
2974,SkeletonCommandoBanner,SkeletonCommandoBanner,1000,200
2975,SkeletonSniperBanner,SkeletonSniperBanner,1000,200
2976,SlimerBanner,SlimerBanner,1000,200
2977,SnatcherBanner,SnatcherBanner,1000,200
2978,SnowBallaBanner,SnowBallaBanner,1000,200
2979,SnowmanGangstaBanner,SnowmanGangstaBanner,1000,200
2980,SpikedIceSlimeBanner,SpikedIceSlimeBanner,1000,200
2981,SpikedJungleSlimeBanner,SpikedJungleSlimeBanner,1000,200
2982,SplinterlingBanner,SplinterlingBanner,1000,200
2983,SquidBanner,SquidBanner,1000,200
2984,TacticalSkeletonBanner,TacticalSkeletonBanner,1000,200
2985,TheGroomBanner,TheGroomBanner,1000,200
2986,TimBanner,TimBanner,1000,200
2987,UndeadMinerBanner,UndeadMinerBanner,1000,200
2988,UndeadVikingBanner,UndeadVikingBanner,1000,200
2989,WhiteCultistArcherBanner,WhiteCultistArcherBanner,1000,200
2990,WhiteCultistCasterBanner,WhiteCultistCasterBanner,1000,200
2991,WhiteCultistFighterBanner,WhiteCultistFighterBanner,1000,200
2992,YellowSlimeBanner,YellowSlimeBanner,1000,200
2993,YetiBanner,YetiBanner,1000,200
2994,ZombieElfBanner,ZombieElfBanner,1000,200
2995,SparkyPainting,SparkyPainting,5000,1000
2996,VineRope,VineRope,0,0
2997,WormholePotion,WormholePotion,1000,200
2998,SummonerEmblem,SummonerEmblem,100000,20000
2999,BewitchingTable,BewitchingTable,100000,20000
3000,AlchemyTable,AlchemyTable,100000,20000
3001,StrangeBrew,StrangeBrew,500,100
3002,SpelunkerGlowstick,SpelunkerGlowstick,150,30
3003,BoneArrow,BoneArrow,15,3
3004,BoneTorch,BoneTorch,100,20
3005,VineRopeCoil,VineRopeCoil,0,0
3006,SoulDrain,SoulDrain,400000,80000
3007,DartPistol,DartPistol,400000,80000
3008,DartRifle,DartRifle,400000,80000
3009,CrystalDart,CrystalDart,30,6
3010,CursedDart,CursedDart,30,6
3011,IchorDart,IchorDart,30,6
3012,ChainGuillotines,ChainGuillotines,400000,80000
3013,FetidBaghnakhs,FetidBaghnakhs,400000,80000
3014,ClingerStaff,ClingerStaff,400000,80000
3015,PutridScent,PutridScent,400000,80000
3016,FleshKnuckles,FleshKnuckles,400000,80000
3017,FlowerBoots,FlowerBoots,300000,60000
3018,Seedler,Seedler,500000,100000
3019,HellwingBow,HellwingBow,125000,25000
3020,TendonHook,TendonHook,300000,60000
3021,ThornHook,ThornHook,300000,60000
3022,IlluminantHook,IlluminantHook,300000,60000
3023,WormHook,WormHook,300000,60000
3024,DevDye,DevDye,150000,30000
3025,PurpleOozeDye,PurpleOozeDye,37500,7500
3026,ReflectiveSilverDye,ReflectiveSilverDye,37500,7500
3027,ReflectiveGoldDye,ReflectiveGoldDye,37500,7500
3028,BlueAcidDye,BlueAcidDye,37500,7500
3029,DaedalusStormbow,DaedalusStormbow,400000,80000
3030,FlyingKnife,FlyingKnife,400000,80000
3031,BottomlessBucket,BottomlessBucket,500000,100000
3032,SuperAbsorbantSponge,SuperAbsorbantSponge,500000,100000
3033,GoldRing,GoldRing,50000,10000
3034,CoinRing,CoinRing,100000,20000
3035,GreedyRing,GreedyRing,150000,30000
3036,FishFinder,FishFinder,150000,30000
3037,WeatherRadio,WeatherRadio,50000,10000
3038,HadesDye,HadesDye,75000,15000
3039,TwilightDye,TwilightDye,75000,15000
3040,AcidDye,AcidDye,37500,7500
3041,MushroomDye,MushroomDye,37500,7500
3042,PhaseDye,PhaseDye,75000,15000
3043,MagicLantern,MagicLantern,100000,20000
3044,MusicBoxLunarBoss,MusicBoxLunarBoss,100000,20000
3045,RainbowTorch,RainbowTorch,250,50
3046,CursedCampfire,CursedCampfire,0,0
3047,DemonCampfire,DemonCampfire,0,0
3048,FrozenCampfire,FrozenCampfire,0,0
3049,IchorCampfire,IchorCampfire,0,0
3050,RainbowCampfire,RainbowCampfire,0,0
3051,CrystalVileShard,CrystalVileShard,400000,80000
3052,ShadowFlameBow,ShadowFlameBow,100000,20000
3053,ShadowFlameHexDoll,ShadowFlameHexDoll,100000,20000
3054,ShadowFlameKnife,ShadowFlameKnife,100000,20000
3055,PaintingAcorns,PaintingAcorns,5000,1000
3056,PaintingColdSnap,PaintingColdSnap,5000,1000
3057,PaintingCursedSaint,PaintingCursedSaint,5000,1000
3058,PaintingSnowfellas,PaintingSnowfellas,5000,1000
3059,PaintingTheSeason,PaintingTheSeason,5000,1000
3060,BoneRattle,BoneRattle,375000,75000
3061,ArchitectGizmoPack,ArchitectGizmoPack,200000,40000
3062,CrimsonHeart,CrimsonHeart,75000,15000
3063,Meowmere,Meowmere,1000000,200000
3064,Sundial,Sundial,150000,30000
3065,StarWrath,StarWrath,1000000,200000
3066,MarbleBlock,MarbleBlock,0,0
3067,HellstoneBrickWall,HellstoneBrickWall,0,0
3068,CordageGuide,CordageGuide,25000,5000
3069,WandofSparking,WandofSparking,10000,2000
3070,GoldBirdCage,GoldBirdCage,500000,100000
3071,GoldBunnyCage,GoldBunnyCage,500000,100000
3072,GoldButterflyCage,GoldButterflyCage,500000,100000
3073,GoldFrogCage,GoldFrogCage,500000,100000
3074,GoldGrasshopperCage,GoldGrasshopperCage,500000,100000
3075,GoldMouseCage,GoldMouseCage,500000,100000
3076,GoldWormCage,GoldWormCage,500000,100000
3077,SilkRope,SilkRope,10,2
3078,WebRope,WebRope,10,2
3079,SilkRopeCoil,SilkRopeCoil,100,20
3080,WebRopeCoil,WebRopeCoil,100,20
3081,Marble,Marble,0,0
3082,MarbleWall,MarbleWall,0,0
3083,MarbleBlockWall,MarbleBlockWall,0,0
3084,Radar,Radar,25000,5000
3085,LockBox,LockBox,20000,4000
3086,Granite,Granite,0,0
3087,GraniteBlock,GraniteBlock,0,0
3088,GraniteWall,GraniteWall,0,0
3089,GraniteBlockWall,GraniteBlockWall,0,0
3090,RoyalGel,RoyalGel,100000,20000
3091,NightKey,NightKey,0,0
3092,LightKey,LightKey,0,0
3093,HerbBag,HerbBag,5000,1000
3094,Javelin,Javelin,25,5
3095,TallyCounter,TallyCounter,50000,10000
3096,Sextant,Sextant,50000,10000
3097,EoCShield,EoCShield,100000,20000
3098,ButchersChainsaw,ButchersChainsaw,500000,100000
3099,Stopwatch,Stopwatch,50000,10000
3100,MeteoriteBrick,MeteoriteBrick,0,0
3101,MeteoriteBrickWall,MeteoriteBrickWall,0,0
3102,MetalDetector,MetalDetector,50000,10000
3103,EndlessQuiver,EndlessQuiver,50000,10000
3104,EndlessMusketPouch,EndlessMusketPouch,50000,10000
3105,ToxicFlask,ToxicFlask,500000,100000
3106,PsychoKnife,PsychoKnife,500000,100000
3107,NailGun,NailGun,500000,100000
3108,Nail,Nail,100,20
3109,NightVisionHelmet,NightVisionHelmet,50000,10000
3110,CelestialShell,CelestialShell,700000,140000
3111,PinkGel,PinkGel,15,3
3112,BouncyGlowstick,BouncyGlowstick,10,2
3113,PinkSlimeBlock,PinkSlimeBlock,0,0
3114,PinkTorch,PinkTorch,80,16
3115,BouncyBomb,BouncyBomb,400,80
3116,BouncyGrenade,BouncyGrenade,100,20
3117,PeaceCandle,PeaceCandle,500,100
3118,LifeformAnalyzer,LifeformAnalyzer,50000,10000
3119,DPSMeter,DPSMeter,50000,10000
3120,FishermansGuide,FishermansGuide,50000,10000
3121,GoblinTech,GoblinTech,150000,30000
3122,REK,REK,150000,30000
3123,PDA,PDA,250000,50000
3124,CellPhone,CellPhone,400000,80000
3125,GraniteChest,GraniteChest,500,100
3126,MeteoriteClock,MeteoriteClock,300,60
3127,MarbleClock,MarbleClock,300,60
3128,GraniteClock,GraniteClock,300,60
3129,MeteoriteDoor,MeteoriteDoor,200,40
3130,MarbleDoor,MarbleDoor,200,40
3131,GraniteDoor,GraniteDoor,200,40
3132,MeteoriteDresser,MeteoriteDresser,300,60
3133,MarbleDresser,MarbleDresser,300,60
3134,GraniteDresser,GraniteDresser,300,60
3135,MeteoriteLamp,MeteoriteLamp,500,100
3136,MarbleLamp,MarbleLamp,500,100
3137,GraniteLamp,GraniteLamp,500,100
3138,MeteoriteLantern,MeteoriteLantern,150,30
3139,MarbleLantern,MarbleLantern,150,30
3140,GraniteLantern,GraniteLantern,150,30
3141,MeteoritePiano,MeteoritePiano,300,60
3142,MarblePiano,MarblePiano,300,60
3143,GranitePiano,GranitePiano,300,60
3144,MeteoritePlatform,MeteoritePlatform,0,0
3145,MarblePlatform,MarblePlatform,0,0
3146,GranitePlatform,GranitePlatform,0,0
3147,MeteoriteSink,MeteoriteSink,300,60
3148,MarbleSink,MarbleSink,300,60
3149,GraniteSink,GraniteSink,300,60
3150,MeteoriteSofa,MeteoriteSofa,300,60
3151,MarbleSofa,MarbleSofa,300,60
3152,GraniteSofa,GraniteSofa,300,60
3153,MeteoriteTable,MeteoriteTable,300,60
3154,MarbleTable,MarbleTable,300,60
3155,GraniteTable,GraniteTable,300,60
3156,MeteoriteWorkBench,MeteoriteWorkBench,150,30
3157,MarbleWorkBench,MarbleWorkBench,150,30
3158,GraniteWorkBench,GraniteWorkBench,150,30
3159,MeteoriteBathtub,MeteoriteBathtub,300,60
3160,MarbleBathtub,MarbleBathtub,300,60
3161,GraniteBathtub,GraniteBathtub,300,60
3162,MeteoriteBed,MeteoriteBed,2000,400
3163,MarbleBed,MarbleBed,2000,400
3164,GraniteBed,GraniteBed,2000,400
3165,MeteoriteBookcase,MeteoriteBookcase,300,60
3166,MarbleBookcase,MarbleBookcase,300,60
3167,GraniteBookcase,GraniteBookcase,300,60
3168,MeteoriteCandelabra,MeteoriteCandelabra,1500,300
3169,MarbleCandelabra,MarbleCandelabra,1500,300
3170,GraniteCandelabra,GraniteCandelabra,1500,300
3171,MeteoriteCandle,MeteoriteCandle,300,60
3172,MarbleCandle,MarbleCandle,300,60
3173,GraniteCandle,GraniteCandle,300,60
3174,MeteoriteChair,MeteoriteChair,150,30
3175,MarbleChair,MarbleChair,150,30
3176,GraniteChair,GraniteChair,150,30
3177,MeteoriteChandelier,MeteoriteChandelier,3000,600
3178,MarbleChandelier,MarbleChandelier,3000,600
3179,GraniteChandelier,GraniteChandelier,3000,600
3180,MeteoriteChest,MeteoriteChest,500,100
3181,MarbleChest,MarbleChest,500,100
3182,MagicWaterDropper,MagicWaterDropper,200,40
3183,GoldenBugNet,GoldenBugNet,250000,50000
3184,MagicLavaDropper,MagicLavaDropper,200,40
3185,MagicHoneyDropper,MagicHoneyDropper,200,40
3186,EmptyDropper,EmptyDropper,100,20
3187,GladiatorHelmet,GladiatorHelmet,17500,3500
3188,GladiatorBreastplate,GladiatorBreastplate,14000,2800
3189,GladiatorLeggings,GladiatorLeggings,10500,2100
3190,ReflectiveDye,ReflectiveDye,37500,7500
3191,EnchantedNightcrawler,EnchantedNightcrawler,10000,2000
3192,Grubby,Grubby,1250,250
3193,Sluggy,Sluggy,2500,500
3194,Buggy,Buggy,5000,1000
3195,GrubSoup,GrubSoup,10000,2000
3196,BombFish,BombFish,1000,200
3197,FrostDaggerfish,FrostDaggerfish,80,16
3198,SharpeningStation,SharpeningStation,100000,20000
3199,IceMirror,IceMirror,50000,10000
3200,SailfishBoots,SailfishBoots,50000,10000
3201,TsunamiInABottle,TsunamiInABottle,50000,10000
3202,TargetDummy,TargetDummy,500,100
3203,CorruptFishingCrate,CorruptFishingCrate,50000,10000
3204,CrimsonFishingCrate,CrimsonFishingCrate,50000,10000
3205,DungeonFishingCrate,DungeonFishingCrate,50000,10000
3206,FloatingIslandFishingCrate,FloatingIslandFishingCrate,50000,10000
3207,HallowedFishingCrate,HallowedFishingCrate,50000,10000
3208,JungleFishingCrate,JungleFishingCrate,50000,10000
3209,CrystalSerpent,CrystalSerpent,200000,40000
3210,Toxikarp,Toxikarp,200000,40000
3211,Bladetongue,Bladetongue,200000,40000
3212,SharkToothNecklace,SharkToothNecklace,50000,10000
3213,MoneyTrough,MoneyTrough,100000,20000
3214,Bubble,Bubble,200,40
3215,DayBloomPlanterBox,DayBloomPlanterBox,100,20
3216,MoonglowPlanterBox,MoonglowPlanterBox,100,20
3217,CorruptPlanterBox,CorruptPlanterBox,100,20
3218,CrimsonPlanterBox,CrimsonPlanterBox,100,20
3219,BlinkrootPlanterBox,BlinkrootPlanterBox,100,20
3220,WaterleafPlanterBox,WaterleafPlanterBox,100,20
3221,ShiverthornPlanterBox,ShiverthornPlanterBox,100,20
3222,FireBlossomPlanterBox,FireBlossomPlanterBox,100,20
3223,BrainOfConfusion,BrainOfConfusion,100000,20000
3224,WormScarf,WormScarf,100000,20000
3225,BalloonPufferfish,BalloonPufferfish,125000,25000
3226,BejeweledValkyrieHead,BejeweledValkyrieHead,250000,50000
3227,BejeweledValkyrieBody,BejeweledValkyrieBody,250000,50000
3228,BejeweledValkyrieWing,BejeweledValkyrieWing,400000,80000
3229,RichGravestone1,RichGravestone1,0,0
