InputItemId,InputItemName,OutputItemId,OutputItemName,OutputAmount,Type
2764,ItemName.SolarFlareBreastplate,3458,ItemName.FragmentSolar,20,deconstruct
2764,ItemName.SolarFlareBreastplate,3467,ItemName.LunarBar,16,deconstruct
2765,ItemName.SolarFlareLeggings,3458,ItemName.FragmentSolar,15,deconstruct
2765,ItemName.SolarFlareLeggings,3467,ItemName.LunarBar,12,deconstruct
2767,ItemName.SolarTablet,2766,ItemName.LunarTabletFragment,8,deconstruct
2768,ItemName.DrillContainmentUnit,117,ItemName.MeteoriteBar,40,deconstruct
2768,ItemName.DrillContainmentUnit,175,ItemName.HellstoneBar,40,deconstruct
2768,ItemName.DrillContainmentUnit,1006,ItemName.ChlorophyteBar,40,deconstruct
2768,ItemName.DrillContainmentUnit,1552,ItemName.ShroomiteBar,40,deconstruct
2768,ItemName.DrillContainmentUnit,3261,ItemName.SpectreBar,40,deconstruct
2768,ItemName.DrillContainmentUnit,3467,ItemName.LunarBar,40,deconstruct
2774,ItemName.VortexDrill,3456,ItemName.FragmentVortex,12,deconstruct
2774,ItemName.VortexDrill,3467,ItemName.LunarBar,10,deconstruct
2776,ItemName.VortexPickaxe,3456,ItemName.FragmentVortex,12,deconstruct
2776,ItemName.VortexPickaxe,3467,ItemName.LunarBar,10,deconstruct
2779,ItemName.NebulaDrill,3457,ItemName.FragmentNebula,12,deconstruct
2779,ItemName.NebulaDrill,3467,ItemName.LunarBar,10,deconstruct
2781,ItemName.NebulaPickaxe,3457,ItemName.FragmentNebula,12,deconstruct
2781,ItemName.NebulaPickaxe,3467,ItemName.LunarBar,10,deconstruct
2784,ItemName.SolarFlareDrill,3458,ItemName.FragmentSolar,12,deconstruct
2784,ItemName.SolarFlareDrill,3467,ItemName.LunarBar,10,deconstruct
2786,ItemName.SolarFlarePickaxe,3458,ItemName.FragmentSolar,12,deconstruct
2786,ItemName.SolarFlarePickaxe,3467,ItemName.LunarBar,10,deconstruct
2787,ItemName.HoneyfallBlock,170,ItemName.Glass,1,deconstruct
2788,ItemName.HoneyfallWall,2787,ItemName.HoneyfallBlock,1,deconstruct
2789,ItemName.ChlorophyteBrickWall,2792,ItemName.ChlorophyteBrick,1,deconstruct
2790,ItemName.CrimtaneBrickWall,2793,ItemName.CrimtaneBrick,1,deconstruct
2791,ItemName.ShroomitePlatingWall,2794,ItemName.ShroomitePlating,1,deconstruct
2792,ItemName.ChlorophyteBrick,3,ItemName.StoneBlock,5,deconstruct
2792,ItemName.ChlorophyteBrick,947,ItemName.ChlorophyteOre,1,deconstruct
2793,ItemName.CrimtaneBrick,836,ItemName.CrimstoneBlock,5,deconstruct
2793,ItemName.CrimtaneBrick,880,ItemName.CrimtaneOre,1,deconstruct
2794,ItemName.ShroomitePlating,3,ItemName.StoneBlock,25,deconstruct
2794,ItemName.ShroomitePlating,1552,ItemName.ShroomiteBar,1,deconstruct
2809,ItemName.MartianAstroClock,22,ItemName.IronBar,3,deconstruct
2809,ItemName.MartianAstroClock,170,ItemName.Glass,6,deconstruct
2809,ItemName.MartianAstroClock,2860,ItemName.MartianConduitPlating,10,deconstruct
2810,ItemName.MartianBathtub,2860,ItemName.MartianConduitPlating,14,deconstruct
2811,ItemName.MartianBed,225,ItemName.Silk,5,deconstruct
2811,ItemName.MartianBed,2860,ItemName.MartianConduitPlating,15,deconstruct
2812,ItemName.MartianHoverChair,2860,ItemName.MartianConduitPlating,4,deconstruct
2813,ItemName.MartianChandelier,8,ItemName.Torch,4,deconstruct
2813,ItemName.MartianChandelier,85,ItemName.Chain,1,deconstruct
2813,ItemName.MartianChandelier,2860,ItemName.MartianConduitPlating,4,deconstruct
2814,ItemName.MartianChest,22,ItemName.IronBar,2,deconstruct
2814,ItemName.MartianChest,2860,ItemName.MartianConduitPlating,8,deconstruct
2815,ItemName.MartianDoor,2860,ItemName.MartianConduitPlating,6,deconstruct
2816,ItemName.MartianDresser,2860,ItemName.MartianConduitPlating,16,deconstruct
2817,ItemName.MartianHolobookcase,149,ItemName.Book,10,deconstruct
2817,ItemName.MartianHolobookcase,2860,ItemName.MartianConduitPlating,20,deconstruct
2818,ItemName.MartianHoverCandle,8,ItemName.Torch,1,deconstruct
2818,ItemName.MartianHoverCandle,2860,ItemName.MartianConduitPlating,4,deconstruct
2819,ItemName.MartianLamppost,8,ItemName.Torch,1,deconstruct
2819,ItemName.MartianLamppost,2860,ItemName.MartianConduitPlating,3,deconstruct
2820,ItemName.MartianLantern,8,ItemName.Torch,1,deconstruct
2820,ItemName.MartianLantern,2860,ItemName.MartianConduitPlating,6,deconstruct
2821,ItemName.MartianPiano,149,ItemName.Book,1,deconstruct
2821,ItemName.MartianPiano,154,ItemName.Bone,4,deconstruct
2821,ItemName.MartianPiano,2860,ItemName.MartianConduitPlating,15,deconstruct
2822,ItemName.MartianPlatform,2860,ItemName.MartianConduitPlating,1,deconstruct
2823,ItemName.MartianSofa,225,ItemName.Silk,2,deconstruct
2823,ItemName.MartianSofa,2860,ItemName.MartianConduitPlating,5,deconstruct
2824,ItemName.MartianTable,2860,ItemName.MartianConduitPlating,8,deconstruct
2825,ItemName.MartianTableLamp,8,ItemName.Torch,3,deconstruct
2825,ItemName.MartianTableLamp,2860,ItemName.MartianConduitPlating,5,deconstruct
2826,ItemName.MartianWorkBench,2860,ItemName.MartianConduitPlating,10,deconstruct
2827,ItemName.WoodenSink,9,ItemName.Wood,6,deconstruct
2827,ItemName.WoodenSink,206,ItemName.WaterBucket,1,deconstruct
2828,ItemName.EbonwoodSink,206,ItemName.WaterBucket,1,deconstruct
2828,ItemName.EbonwoodSink,619,ItemName.Ebonwood,6,deconstruct
2829,ItemName.RichMahoganySink,206,ItemName.WaterBucket,1,deconstruct
2829,ItemName.RichMahoganySink,620,ItemName.RichMahogany,6,deconstruct
2830,ItemName.PearlwoodSink,206,ItemName.WaterBucket,1,deconstruct
2830,ItemName.PearlwoodSink,621,ItemName.Pearlwood,6,deconstruct
2831,ItemName.BoneSink,154,ItemName.Bone,6,deconstruct
2831,ItemName.BoneSink,206,ItemName.WaterBucket,1,deconstruct
2832,ItemName.FleshSink,206,ItemName.WaterBucket,1,deconstruct
2832,ItemName.FleshSink,763,ItemName.FleshBlock,6,deconstruct
2833,ItemName.LivingWoodSink,9,ItemName.Wood,6,deconstruct
2833,ItemName.LivingWoodSink,206,ItemName.WaterBucket,1,deconstruct
2834,ItemName.SkywareSink,206,ItemName.WaterBucket,1,deconstruct
2834,ItemName.SkywareSink,824,ItemName.SunplateBlock,6,deconstruct
2835,ItemName.ShadewoodSink,206,ItemName.WaterBucket,1,deconstruct
2835,ItemName.ShadewoodSink,911,ItemName.Shadewood,6,deconstruct
2836,ItemName.LihzahrdSink,206,ItemName.WaterBucket,1,deconstruct
2836,ItemName.LihzahrdSink,1101,ItemName.LihzahrdBrick,6,deconstruct
2837,ItemName.BlueDungeonSink,134,ItemName.BlueBrick,6,deconstruct
2837,ItemName.BlueDungeonSink,206,ItemName.WaterBucket,1,deconstruct
2838,ItemName.GreenDungeonSink,137,ItemName.GreenBrick,6,deconstruct
2838,ItemName.GreenDungeonSink,206,ItemName.WaterBucket,1,deconstruct
2839,ItemName.PinkDungeonSink,139,ItemName.PinkBrick,6,deconstruct
2839,ItemName.PinkDungeonSink,206,ItemName.WaterBucket,1,deconstruct
2840,ItemName.ObsidianSink,173,ItemName.Obsidian,4,deconstruct
2840,ItemName.ObsidianSink,174,ItemName.Hellstone,2,deconstruct
2840,ItemName.ObsidianSink,206,ItemName.WaterBucket,1,deconstruct
2841,ItemName.MetalSink,22,ItemName.IronBar,3,deconstruct
2841,ItemName.MetalSink,206,ItemName.WaterBucket,1,deconstruct
2842,ItemName.GlassSink,170,ItemName.Glass,6,deconstruct
2842,ItemName.GlassSink,206,ItemName.WaterBucket,1,deconstruct
2844,ItemName.HoneySink,206,ItemName.WaterBucket,1,deconstruct
2844,ItemName.HoneySink,1125,ItemName.HoneyBlock,6,deconstruct
2845,ItemName.SteampunkSink,206,ItemName.WaterBucket,1,deconstruct
2845,ItemName.SteampunkSink,1344,ItemName.Cog,6,deconstruct
2846,ItemName.PumpkinSink,206,ItemName.WaterBucket,1,deconstruct
2846,ItemName.PumpkinSink,1725,ItemName.Pumpkin,6,deconstruct
2847,ItemName.SpookySink,206,ItemName.WaterBucket,1,deconstruct
2847,ItemName.SpookySink,1729,ItemName.SpookyWood,6,deconstruct
2848,ItemName.FrozenSink,206,ItemName.WaterBucket,1,deconstruct
2848,ItemName.FrozenSink,664,ItemName.IceBlock,6,deconstruct
2849,ItemName.DynastySink,206,ItemName.WaterBucket,1,deconstruct
2849,ItemName.DynastySink,2260,ItemName.DynastyWood,6,deconstruct
2850,ItemName.PalmWoodSink,206,ItemName.WaterBucket,1,deconstruct
2850,ItemName.PalmWoodSink,2504,ItemName.PalmWood,6,deconstruct
2851,ItemName.MushroomSink,183,ItemName.GlowingMushroom,6,deconstruct
2851,ItemName.MushroomSink,206,ItemName.WaterBucket,1,deconstruct
2852,ItemName.BorealWoodSink,206,ItemName.WaterBucket,1,deconstruct
2852,ItemName.BorealWoodSink,2503,ItemName.BorealWood,6,deconstruct
2853,ItemName.SlimeSink,206,ItemName.WaterBucket,1,deconstruct
2853,ItemName.SlimeSink,762,ItemName.SlimeBlock,6,deconstruct
2854,ItemName.CactusSink,206,ItemName.WaterBucket,1,deconstruct
2854,ItemName.CactusSink,276,ItemName.Cactus,6,deconstruct
2855,ItemName.MartianSink,206,ItemName.WaterBucket,1,deconstruct
2855,ItemName.MartianSink,2860,ItemName.MartianConduitPlating,6,deconstruct
2861,ItemName.MartianConduitWall,2860,ItemName.MartianConduitPlating,1,deconstruct
2875,ItemName.BrownAndBlackDye,1050,ItemName.BlackDye,1,deconstruct
2875,ItemName.BrownAndBlackDye,2874,ItemName.BrownDye,1,deconstruct
2876,ItemName.BrightBrownDye,1037,ItemName.SilverDye,1,deconstruct
2876,ItemName.BrightBrownDye,2874,ItemName.BrownDye,1,deconstruct
2877,ItemName.BrownAndSilverDye,1037,ItemName.SilverDye,1,deconstruct
2877,ItemName.BrownAndSilverDye,2874,ItemName.BrownDye,1,deconstruct
2886,ItemName.ViciousPowder,66,ItemName.PurificationPowder,1,item_transform
2895,ItemName.GoldWorm,5341,ItemName.GummyWorm,1,item_transform
2896,ItemName.StickyDynamite,23,ItemName.Gel,1,deconstruct
2896,ItemName.StickyDynamite,167,ItemName.Dynamite,1,deconstruct
2997,ItemName.WormholePotion,126,ItemName.BottledWater,3,deconstruct
2997,ItemName.WormholePotion,315,ItemName.Blinkroot,1,deconstruct
2997,ItemName.WormholePotion,2309,ItemName.SpecularFish,1,deconstruct
2998,ItemName.SummonerEmblem,490,ItemName.WarriorEmblem,1,item_transform
2999,ItemName.BewitchingTable,3000,ItemName.AlchemyTable,1,item_transform
3000,ItemName.AlchemyTable,2999,ItemName.BewitchingTable,1,item_transform
3004,ItemName.BoneTorch,5353,ItemName.ShimmerTorch,1,item_transform
3005,ItemName.VineRopeCoil,2996,ItemName.VineRope,10,deconstruct
3009,ItemName.CrystalDart,502,ItemName.CrystalShard,1,deconstruct
3010,ItemName.CursedDart,522,ItemName.CursedFlame,1,deconstruct
3011,ItemName.IchorDart,1332,ItemName.Ichor,1,deconstruct
3033,ItemName.GoldRing,854,ItemName.DiscountCard,1,item_transform
3034,ItemName.CoinRing,855,ItemName.LuckyCoin,1,deconstruct
3034,ItemName.CoinRing,3033,ItemName.GoldRing,1,deconstruct
3035,ItemName.GreedyRing,854,ItemName.DiscountCard,1,deconstruct
3035,ItemName.GreedyRing,3034,ItemName.CoinRing,1,deconstruct
3036,ItemName.FishFinder,3037,ItemName.WeatherRadio,1,deconstruct
3036,ItemName.FishFinder,3096,ItemName.Sextant,1,deconstruct
3036,ItemName.FishFinder,3120,ItemName.FishermansGuide,1,deconstruct
3037,ItemName.WeatherRadio,3120,ItemName.FishermansGuide,1,item_transform
3045,ItemName.RainbowTorch,5353,ItemName.ShimmerTorch,1,item_transform
3046,ItemName.CursedCampfire,9,ItemName.Wood,10,deconstruct
3046,ItemName.CursedCampfire,523,ItemName.CursedTorch,5,deconstruct
3047,ItemName.DemonCampfire,9,ItemName.Wood,10,deconstruct
3047,ItemName.DemonCampfire,433,ItemName.DemonTorch,5,deconstruct
3048,ItemName.FrozenCampfire,9,ItemName.Wood,10,deconstruct
3048,ItemName.FrozenCampfire,974,ItemName.IceTorch,5,deconstruct
3049,ItemName.IchorCampfire,9,ItemName.Wood,10,deconstruct
3049,ItemName.IchorCampfire,1333,ItemName.IchorTorch,5,deconstruct
3050,ItemName.RainbowCampfire,9,ItemName.Wood,10,deconstruct
3050,ItemName.RainbowCampfire,3045,ItemName.RainbowTorch,5,deconstruct
3061,ItemName.ArchitectGizmoPack,2214,ItemName.BrickLayer,1,deconstruct
3061,ItemName.ArchitectGizmoPack,2215,ItemName.ExtendoGrip,1,deconstruct
3061,ItemName.ArchitectGizmoPack,2216,ItemName.PaintSprayer,1,deconstruct
3061,ItemName.ArchitectGizmoPack,2217,ItemName.PortableCementMixer,1,deconstruct
3064,ItemName.Sundial,5381,ItemName.Moondial,1,item_transform
3066,ItemName.MarbleBlock,3081,ItemName.Marble,1,deconstruct
3067,ItemName.HellstoneBrickWall,214,ItemName.HellstoneBrick,1,deconstruct
3070,ItemName.GoldBirdCage,2208,ItemName.Terrarium,1,deconstruct
3070,ItemName.GoldBirdCage,2889,ItemName.GoldBird,1,deconstruct
3071,ItemName.GoldBunnyCage,2208,ItemName.Terrarium,1,deconstruct
3071,ItemName.GoldBunnyCage,2890,ItemName.GoldBunny,1,deconstruct
3072,ItemName.GoldButterflyCage,31,ItemName.Bottle,1,deconstruct
3072,ItemName.GoldButterflyCage,2891,ItemName.GoldButterfly,1,deconstruct
3073,ItemName.GoldFrogCage,2208,ItemName.Terrarium,1,deconstruct
3073,ItemName.GoldFrogCage,2892,ItemName.GoldFrog,1,deconstruct
3074,ItemName.GoldGrasshopperCage,2208,ItemName.Terrarium,1,deconstruct
3074,ItemName.GoldGrasshopperCage,2893,ItemName.GoldGrasshopper,1,deconstruct
3075,ItemName.GoldMouseCage,2208,ItemName.Terrarium,1,deconstruct
3075,ItemName.GoldMouseCage,2894,ItemName.GoldMouse,1,deconstruct
3076,ItemName.GoldWormCage,2208,ItemName.Terrarium,1,deconstruct
3076,ItemName.GoldWormCage,2895,ItemName.GoldWorm,1,deconstruct
3077,ItemName.SilkRope,225,ItemName.Silk,1,deconstruct
3078,ItemName.WebRope,150,ItemName.Cobweb,1,deconstruct
3079,ItemName.SilkRopeCoil,3077,ItemName.SilkRope,10,deconstruct
3080,ItemName.WebRopeCoil,3078,ItemName.WebRope,10,deconstruct
3081,ItemName.Marble,3086,ItemName.Granite,1,item_transform
3082,ItemName.MarbleWall,3081,ItemName.Marble,1,deconstruct
3083,ItemName.MarbleBlockWall,3066,ItemName.MarbleBlock,1,deconstruct
3086,ItemName.Granite,3081,ItemName.Marble,1,item_transform
3087,ItemName.GraniteBlock,3086,ItemName.Granite,1,deconstruct
3088,ItemName.GraniteWall,3086,ItemName.Granite,1,deconstruct
3089,ItemName.GraniteBlockWall,3087,ItemName.GraniteBlock,1,deconstruct
3091,ItemName.NightKey,521,ItemName.SoulofNight,15,deconstruct
3092,ItemName.LightKey,520,ItemName.SoulofLight,15,deconstruct
3093,ItemName.HerbBag,4345,ItemName.CanOfWorms,1,item_transform
3096,ItemName.Sextant,3037,ItemName.WeatherRadio,1,item_transform
3100,ItemName.MeteoriteBrick,3,ItemName.StoneBlock,5,deconstruct
3100,ItemName.MeteoriteBrick,116,ItemName.Meteorite,1,deconstruct
3101,ItemName.MeteoriteBrickWall,3100,ItemName.MeteoriteBrick,1,deconstruct
3103,ItemName.EndlessQuiver,40,ItemName.WoodenArrow,3996,deconstruct
3104,ItemName.EndlessMusketPouch,97,ItemName.MusketBall,3996,deconstruct
3110,ItemName.CelestialShell,861,ItemName.MoonShell,1,deconstruct
3110,ItemName.CelestialShell,1865,ItemName.CelestialStone,1,deconstruct
3112,ItemName.BouncyGlowstick,282,ItemName.Glowstick,5,deconstruct
3112,ItemName.BouncyGlowstick,3111,ItemName.PinkGel,1,deconstruct
3113,ItemName.PinkSlimeBlock,3111,ItemName.PinkGel,1,deconstruct
3114,ItemName.PinkTorch,5353,ItemName.ShimmerTorch,1,item_transform
3115,ItemName.BouncyBomb,166,ItemName.Bomb,1,deconstruct
3115,ItemName.BouncyBomb,3111,ItemName.PinkGel,1,deconstruct
3116,ItemName.BouncyGrenade,168,ItemName.Grenade,2,deconstruct
3116,ItemName.BouncyGrenade,3111,ItemName.PinkGel,1,deconstruct
3117,ItemName.PeaceCandle,19,ItemName.GoldBar,2,deconstruct
3117,ItemName.PeaceCandle,3114,ItemName.PinkTorch,1,deconstruct
3120,ItemName.FishermansGuide,3096,ItemName.Sextant,1,item_transform
3121,ItemName.GoblinTech,3099,ItemName.Stopwatch,1,deconstruct
3121,ItemName.GoblinTech,3102,ItemName.MetalDetector,1,deconstruct
3121,ItemName.GoblinTech,3119,ItemName.DPSMeter,1,deconstruct
3122,ItemName.REK,3084,ItemName.Radar,1,deconstruct
3122,ItemName.REK,3095,ItemName.TallyCounter,1,deconstruct
3122,ItemName.REK,3118,ItemName.LifeformAnalyzer,1,deconstruct
3123,ItemName.PDA,395,ItemName.GPS,1,deconstruct
3123,ItemName.PDA,3036,ItemName.FishFinder,1,deconstruct
3123,ItemName.PDA,3121,ItemName.GoblinTech,1,deconstruct
3123,ItemName.PDA,3122,ItemName.REK,1,deconstruct
3124,ItemName.CellPhone,50,ItemName.MagicMirror,1,deconstruct
3124,ItemName.CellPhone,3123,ItemName.PDA,1,deconstruct
3125,ItemName.GraniteChest,22,ItemName.IronBar,2,deconstruct
3125,ItemName.GraniteChest,3087,ItemName.GraniteBlock,8,deconstruct
3126,ItemName.MeteoriteClock,22,ItemName.IronBar,3,deconstruct
3126,ItemName.MeteoriteClock,170,ItemName.Glass,6,deconstruct
3126,ItemName.MeteoriteClock,3100,ItemName.MeteoriteBrick,10,deconstruct
3127,ItemName.MarbleClock,22,ItemName.IronBar,3,deconstruct
3127,ItemName.MarbleClock,170,ItemName.Glass,6,deconstruct
3127,ItemName.MarbleClock,3066,ItemName.MarbleBlock,10,deconstruct
3128,ItemName.GraniteClock,22,ItemName.IronBar,3,deconstruct
3128,ItemName.GraniteClock,170,ItemName.Glass,6,deconstruct
3128,ItemName.GraniteClock,3087,ItemName.GraniteBlock,10,deconstruct
3129,ItemName.MeteoriteDoor,3100,ItemName.MeteoriteBrick,6,deconstruct
3130,ItemName.MarbleDoor,3066,ItemName.MarbleBlock,6,deconstruct
3131,ItemName.GraniteDoor,3087,ItemName.GraniteBlock,6,deconstruct
3132,ItemName.MeteoriteDresser,3100,ItemName.MeteoriteBrick,16,deconstruct
3133,ItemName.MarbleDresser,3066,ItemName.MarbleBlock,16,deconstruct
3134,ItemName.GraniteDresser,3087,ItemName.GraniteBlock,16,deconstruct
3135,ItemName.MeteoriteLamp,8,ItemName.Torch,1,deconstruct
3135,ItemName.MeteoriteLamp,3100,ItemName.MeteoriteBrick,3,deconstruct
3136,ItemName.MarbleLamp,8,ItemName.Torch,1,deconstruct
3136,ItemName.MarbleLamp,3066,ItemName.MarbleBlock,3,deconstruct
3137,ItemName.GraniteLamp,8,ItemName.Torch,1,deconstruct
3137,ItemName.GraniteLamp,3087,ItemName.GraniteBlock,3,deconstruct
3138,ItemName.MeteoriteLantern,8,ItemName.Torch,1,deconstruct
3138,ItemName.MeteoriteLantern,3100,ItemName.MeteoriteBrick,6,deconstruct
3139,ItemName.MarbleLantern,8,ItemName.Torch,1,deconstruct
3139,ItemName.MarbleLantern,3066,ItemName.MarbleBlock,6,deconstruct
3140,ItemName.GraniteLantern,8,ItemName.Torch,1,deconstruct
3140,ItemName.GraniteLantern,3087,ItemName.GraniteBlock,6,deconstruct
3141,ItemName.MeteoritePiano,149,ItemName.Book,1,deconstruct
3141,ItemName.MeteoritePiano,154,ItemName.Bone,4,deconstruct
3141,ItemName.MeteoritePiano,3100,ItemName.MeteoriteBrick,15,deconstruct
3142,ItemName.MarblePiano,149,ItemName.Book,1,deconstruct
3142,ItemName.MarblePiano,154,ItemName.Bone,4,deconstruct
3142,ItemName.MarblePiano,3066,ItemName.MarbleBlock,15,deconstruct
3143,ItemName.GranitePiano,149,ItemName.Book,1,deconstruct
3143,ItemName.GranitePiano,154,ItemName.Bone,4,deconstruct
3143,ItemName.GranitePiano,3087,ItemName.GraniteBlock,15,deconstruct
3144,ItemName.MeteoritePlatform,3100,ItemName.MeteoriteBrick,1,deconstruct
3145,ItemName.MarblePlatform,3066,ItemName.MarbleBlock,1,deconstruct
3146,ItemName.GranitePlatform,3087,ItemName.GraniteBlock,1,deconstruct
3147,ItemName.MeteoriteSink,206,ItemName.WaterBucket,1,deconstruct
3147,ItemName.MeteoriteSink,3100,ItemName.MeteoriteBrick,6,deconstruct
3148,ItemName.MarbleSink,206,ItemName.WaterBucket,1,deconstruct
3148,ItemName.MarbleSink,3066,ItemName.MarbleBlock,6,deconstruct
3149,ItemName.GraniteSink,206,ItemName.WaterBucket,1,deconstruct
3149,ItemName.GraniteSink,3087,ItemName.GraniteBlock,6,deconstruct
3150,ItemName.MeteoriteSofa,225,ItemName.Silk,2,deconstruct
3150,ItemName.MeteoriteSofa,3100,ItemName.MeteoriteBrick,5,deconstruct
3151,ItemName.MarbleSofa,225,ItemName.Silk,2,deconstruct
3151,ItemName.MarbleSofa,3066,ItemName.MarbleBlock,5,deconstruct
3152,ItemName.GraniteSofa,225,ItemName.Silk,2,deconstruct
3152,ItemName.GraniteSofa,3087,ItemName.GraniteBlock,5,deconstruct
3153,ItemName.MeteoriteTable,3100,ItemName.MeteoriteBrick,8,deconstruct
3154,ItemName.MarbleTable,3066,ItemName.MarbleBlock,8,deconstruct
3155,ItemName.GraniteTable,3087,ItemName.GraniteBlock,8,deconstruct
3156,ItemName.MeteoriteWorkBench,3100,ItemName.MeteoriteBrick,10,deconstruct
3157,ItemName.MarbleWorkBench,3066,ItemName.MarbleBlock,10,deconstruct
3158,ItemName.GraniteWorkBench,3087,ItemName.GraniteBlock,10,deconstruct
3159,ItemName.MeteoriteBathtub,3100,ItemName.MeteoriteBrick,14,deconstruct
3160,ItemName.MarbleBathtub,3066,ItemName.MarbleBlock,14,deconstruct
3161,ItemName.GraniteBathtub,3087,ItemName.GraniteBlock,14,deconstruct
3162,ItemName.MeteoriteBed,225,ItemName.Silk,5,deconstruct
3162,ItemName.MeteoriteBed,3100,ItemName.MeteoriteBrick,15,deconstruct
3163,ItemName.MarbleBed,225,ItemName.Silk,5,deconstruct
3163,ItemName.MarbleBed,3066,ItemName.MarbleBlock,15,deconstruct
3164,ItemName.GraniteBed,225,ItemName.Silk,5,deconstruct
3164,ItemName.GraniteBed,3087,ItemName.GraniteBlock,15,deconstruct
3165,ItemName.MeteoriteBookcase,149,ItemName.Book,10,deconstruct
3165,ItemName.MeteoriteBookcase,3100,ItemName.MeteoriteBrick,20,deconstruct
3166,ItemName.MarbleBookcase,149,ItemName.Book,10,deconstruct
3166,ItemName.MarbleBookcase,3066,ItemName.MarbleBlock,20,deconstruct
3167,ItemName.GraniteBookcase,149,ItemName.Book,10,deconstruct
3167,ItemName.GraniteBookcase,3087,ItemName.GraniteBlock,20,deconstruct
3168,ItemName.MeteoriteCandelabra,8,ItemName.Torch,3,deconstruct
3168,ItemName.MeteoriteCandelabra,3100,ItemName.MeteoriteBrick,5,deconstruct
3169,ItemName.MarbleCandelabra,8,ItemName.Torch,3,deconstruct
3169,ItemName.MarbleCandelabra,3066,ItemName.MarbleBlock,5,deconstruct
3170,ItemName.GraniteCandelabra,8,ItemName.Torch,3,deconstruct
3170,ItemName.GraniteCandelabra,3087,ItemName.GraniteBlock,5,deconstruct
3171,ItemName.MeteoriteCandle,8,ItemName.Torch,1,deconstruct
3171,ItemName.MeteoriteCandle,3100,ItemName.MeteoriteBrick,4,deconstruct
3172,ItemName.MarbleCandle,8,ItemName.Torch,1,deconstruct
3172,ItemName.MarbleCandle,3066,ItemName.MarbleBlock,4,deconstruct
3173,ItemName.GraniteCandle,8,ItemName.Torch,1,deconstruct
3173,ItemName.GraniteCandle,3087,ItemName.GraniteBlock,4,deconstruct
3174,ItemName.MeteoriteChair,3100,ItemName.MeteoriteBrick,4,deconstruct
3175,ItemName.MarbleChair,3066,ItemName.MarbleBlock,4,deconstruct
3176,ItemName.GraniteChair,3087,ItemName.GraniteBlock,4,deconstruct
3177,ItemName.MeteoriteChandelier,8,ItemName.Torch,4,deconstruct
3177,ItemName.MeteoriteChandelier,85,ItemName.Chain,1,deconstruct
3177,ItemName.MeteoriteChandelier,3100,ItemName.MeteoriteBrick,4,deconstruct
3178,ItemName.MarbleChandelier,8,ItemName.Torch,4,deconstruct
3178,ItemName.MarbleChandelier,85,ItemName.Chain,1,deconstruct
3178,ItemName.MarbleChandelier,3066,ItemName.MarbleBlock,4,deconstruct
3179,ItemName.GraniteChandelier,8,ItemName.Torch,4,deconstruct
3179,ItemName.GraniteChandelier,85,ItemName.Chain,1,deconstruct
3179,ItemName.GraniteChandelier,3087,ItemName.GraniteBlock,4,deconstruct
3180,ItemName.MeteoriteChest,22,ItemName.IronBar,2,deconstruct
3180,ItemName.MeteoriteChest,3100,ItemName.MeteoriteBrick,8,deconstruct
3181,ItemName.MarbleChest,22,ItemName.IronBar,2,deconstruct
3181,ItemName.MarbleChest,3066,ItemName.MarbleBlock,8,deconstruct
3182,ItemName.MagicWaterDropper,3186,ItemName.EmptyDropper,1,deconstruct
3184,ItemName.MagicLavaDropper,3186,ItemName.EmptyDropper,1,deconstruct
3185,ItemName.MagicHoneyDropper,3186,ItemName.EmptyDropper,1,deconstruct
3191,ItemName.EnchantedNightcrawler,75,ItemName.FallenStar,1,deconstruct
3191,ItemName.EnchantedNightcrawler,2002,ItemName.Worm,1,deconstruct
3202,ItemName.TargetDummy,9,ItemName.Wood,20,deconstruct
3202,ItemName.TargetDummy,1727,ItemName.Hay,50,deconstruct
3225,ItemName.BalloonPufferfish,159,ItemName.ShinyRedBalloon,1,item_transform
3234,ItemName.CrystalBlock,3,ItemName.StoneBlock,5,deconstruct
3234,ItemName.CrystalBlock,502,ItemName.CrystalShard,1,deconstruct
3238,ItemName.CrystalBlockWall,3234,ItemName.CrystalBlock,1,deconstruct
3239,ItemName.Trapdoor,9,ItemName.Wood,8,deconstruct
3239,ItemName.Trapdoor,22,ItemName.IronBar,4,deconstruct
3240,ItemName.TallGate,9,ItemName.Wood,12,deconstruct
3240,ItemName.TallGate,22,ItemName.IronBar,4,deconstruct
3241,ItemName.SharkronBalloon,3201,ItemName.TsunamiInABottle,1,deconstruct
3241,ItemName.SharkronBalloon,3225,ItemName.BalloonPufferfish,1,deconstruct
3250,ItemName.BalloonHorseshoeFart,158,ItemName.LuckyHorseshoe,1,deconstruct
3250,ItemName.BalloonHorseshoeFart,1863,ItemName.FartInABalloon,1,deconstruct
3251,ItemName.BalloonHorseshoeHoney,158,ItemName.LuckyHorseshoe,1,deconstruct
3251,ItemName.BalloonHorseshoeHoney,1249,ItemName.HoneyBalloon,1,deconstruct
3252,ItemName.BalloonHorseshoeSharkron,158,ItemName.LuckyHorseshoe,1,deconstruct
3252,ItemName.BalloonHorseshoeSharkron,3241,ItemName.SharkronBalloon,1,deconstruct
3254,ItemName.CageEnchantedNightcrawler,2208,ItemName.Terrarium,1,deconstruct
3254,ItemName.CageEnchantedNightcrawler,3191,ItemName.EnchantedNightcrawler,1,deconstruct
3255,ItemName.CageBuggy,2208,ItemName.Terrarium,1,deconstruct
